Time (Y-M-D-H-M-S);Time from Start (Seconds);Loop Time (Seconds);K1.0 Conductivity Reading (uS/cm);K0.1 #1 Conductivity Reading (uS/cm);K0.1 #2 Conductivity Reading (uS/cm);K0.1 #3 Conductivity Reading (uS/cm)
2025-12-15 16:48:19;1168.2910516262054;0.9241876602172852; 0.00; 15.15; 11.72; 2.95
2025-12-15 16:48:20;1169.215732574463;0.91520094871521; 0.00; 15.15; 11.66; 2.95
2025-12-15 16:48:21;1170.1315658092499;0.9142086505889893; 0.00; 15.17; 11.64; 2.95
2025-12-15 16:48:22;1171.0464024543762;0.9135415554046631; 0.00; 15.12; 11.66; 2.97
2025-12-15 16:48:23;1171.9606339931488;0.9137063026428223; 0.00; 15.21; 11.66; 2.95
2025-12-15 16:48:24;1172.8746466636658;0.9136035442352295; 0.00; 15.14; 11.67; 2.95
2025-12-15 16:48:24;1173.7885527610779;0.9137709140777588; 0.00; 15.12; 11.69; 2.95
2025-12-15 16:48:25;1174.7026410102844;0.9135191440582275; 0.00; 15.18; 11.67; 2.93
2025-12-15 16:48:26;1175.6164700984955;0.9135043621063232; 0.29; 15.16; 11.67; 2.93
2025-12-15 16:48:27;1176.5303163528442;0.9133992195129395; 0.00; 15.12; 11.66; 2.97
2025-12-15 16:48:28;1177.4439778327942;0.9137835502624512; 0.00; 15.13; 11.67; 2.93
2025-12-15 16:48:29;1178.3580830097198;0.91451096534729; 0.00; 15.15; 11.64; 2.97
2025-12-15 16:48:30;1179.2732393741608;0.9139230251312256; 0.00; 15.17; 11.66; 2.93
2025-12-15 16:48:31;1180.1874239444733;0.9149537086486816; 0.00; 15.19; 11.64; 2.97
2025-12-15 16:48:32;1181.1032869815826;0.9140706062316895; 0.00; 15.21; 11.69; 2.97
2025-12-15 16:48:33;1182.0175909996033;0.9147138595581055; 0.14; 15.17; 11.64; 2.97
2025-12-15 16:48:34;1182.9331376552582;0.9145922660827637; 0.14; 15.14; 11.69; 2.95
2025-12-15 16:48:35;1183.847965478897;0.9143960475921631; 0.14; 15.17; 11.64; 2.95
2025-12-15 16:48:35;1184.7632675170898;0.9136974811553955; 0.00; 15.15; 11.66; 2.93
2025-12-15 16:48:36;1185.6773376464844;0.9150631427764893; 0.00; 15.15; 11.66; 2.95
2025-12-15 16:48:37;1186.5936574935913;0.9142913818359375; 0.14; 15.19; 11.61; 2.97
2025-12-15 16:48:38;1187.5081746578217;0.9143173694610596; 0.00; 15.17; 11.69; 2.97
2025-12-15 16:48:39;1188.4227857589722;0.9137182235717773; 0.00; 15.15; 11.66; 2.95
2025-12-15 16:48:40;1189.3368451595306;0.9135432243347168; 0.00; 15.17; 11.61; 2.93
2025-12-15 16:48:41;1190.2506902217865;0.9135806560516357; 0.00; 15.15; 11.67; 2.95
2025-12-15 16:48:42;1191.1645860671997;0.9136240482330322; 0.00; 15.12; 11.66; 2.95
2025-12-15 16:48:43;1192.0785055160522;0.9136826992034912; 0.00; 15.19; 11.64; 2.93
2025-12-15 16:48:44;1192.9925029277802;0.9144039154052734; 0.00; 15.16; 11.64; 2.97
2025-12-15 16:48:45;1193.9072766304016;0.9140923023223877; 0.00; 15.19; 11.67; 2.95
2025-12-15 16:48:45;1194.8216404914856;0.9139225482940674; 0.00; 15.12; 11.64; 2.95
2025-12-15 16:48:46;1195.7358486652374;0.9136388301849365; 0.00; 15.19; 11.67; 2.97
2025-12-15 16:48:47;1196.6497626304626;0.9136228561401367; 0.00; 15.19; 11.69; 2.95
2025-12-15 16:48:48;1197.5637476444244;0.9141201972961426; 0.00; 15.14; 11.64; 2.97
2025-12-15 16:48:49;1198.4787843227386;0.9142978191375732; 0.00; 15.19; 11.69; 3.00
2025-12-15 16:48:50;1199.393371105194;0.9147489070892334; 0.00; 15.17; 11.69; 2.95
2025-12-15 16:48:51;1200.3092057704926;0.9150252342224121; 0.00; 15.15; 11.67; 2.97
2025-12-15 16:48:52;1201.224442243576;0.9159493446350098; 0.00; 15.19; 11.69; 2.97
2025-12-15 16:48:53;1202.1411278247833;0.9151387214660645; 0.00; 15.18; 11.64; 2.95
2025-12-15 16:48:54;1203.0565507411957;0.9153220653533936; 0.00; 15.19; 11.67; 2.93
2025-12-15 16:48:55;1203.9724304676056;0.9183228015899658; 0.14; 15.23; 11.64; 2.95
2025-12-15 16:48:56;1204.8910207748413;0.91501784324646; 0.00; 15.23; 11.66; 2.93
2025-12-15 16:48:56;1205.80686378479;0.9139025211334229; 0.00; 15.12; 11.66; 2.95
2025-12-15 16:48:57;1206.721028804779;0.9135448932647705; 0.00; 15.17; 11.69; 2.95
2025-12-15 16:48:58;1207.6348938941956;0.913754940032959; 0.00; 15.10; 11.66; 2.95
2025-12-15 16:48:59;1208.5489485263824;0.9137217998504639; 0.00; 15.13; 11.69; 2.95
2025-12-15 16:49:00;1209.4636743068695;0.9135105609893799; 0.00; 15.15; 11.67; 2.97
2025-12-15 16:49:01;1210.3781998157501;0.913489580154419; 0.00; 15.15; 11.64; 2.97
2025-12-15 16:49:02;1211.2926864624023;0.9139556884765625; 0.00; 15.14; 11.66; 2.95
2025-12-15 16:49:03;1212.2069082260132;0.913750410079956; 0.00; 15.19; 11.64; 2.93
2025-12-15 16:49:04;1213.1211013793945;0.9134345054626465; 0.00; 15.21; 11.64; 2.97
2025-12-15 16:49:05;1214.0348899364471;0.9138333797454834; 0.00; 15.19; 11.66; 2.95
2025-12-15 16:49:06;1214.9490008354187;0.9134073257446289; 0.00; 15.15; 11.69; 2.95
2025-12-15 16:49:07;1215.862676858902;0.9134135246276855; 0.00; 15.19; 11.72; 2.97
2025-12-15 16:49:07;1216.7763712406158;0.9177398681640625; 0.14; 15.19; 11.64; 3.00
2025-12-15 16:49:08;1217.6944732666016;0.9138004779815674; 0.00; 15.19; 11.67; 3.00
2025-12-15 16:49:09;1218.6087391376495;0.9145135879516602; 0.00; 15.19; 11.64; 2.97
2025-12-15 16:49:10;1219.5243701934814;0.9148960113525391; 0.00; 15.19; 11.64; 2.93
2025-12-15 16:49:11;1220.4395024776459;0.9146583080291748; 0.00; 15.21; 11.64; 2.95
2025-12-15 16:49:12;1221.3547410964966;0.9137156009674072; 0.00; 15.15; 11.69; 2.97
2025-12-15 16:49:13;1222.2687191963196;0.9146203994750977; 0.00; 15.15; 11.72; 2.93
2025-12-15 16:49:14;1223.1843507289886;0.9140691757202148; 0.00; 15.17; 11.67; 2.93
2025-12-15 16:49:15;1224.0986547470093;0.9144940376281738; 0.00; 15.17; 11.66; 2.93
2025-12-15 16:49:16;1225.0139763355255;0.9139976501464844; 0.00; 15.19; 11.66; 2.93
2025-12-15 16:49:17;1225.9282262325287;0.9134354591369629; 0.00; 15.21; 11.69; 2.91
2025-12-15 16:49:18;1226.8419411182404;0.9134018421173096; 0.00; 15.21; 11.67; 2.95
2025-12-15 16:49:18;1227.7556660175323;0.9134190082550049; 0.00; 15.17; 11.67; 2.97
2025-12-15 16:49:19;1228.669356584549;0.9135382175445557; 0.00; 15.17; 11.67; 2.97
2025-12-15 16:49:20;1229.583203792572;0.913506269454956; 0.00; 15.17; 11.69; 2.93
2025-12-15 16:49:21;1230.4970173835754;0.9135236740112305; 0.00; 15.19; 11.67; 2.97
2025-12-15 16:49:22;1231.4108498096466;0.9134199619293213; 0.00; 15.18; 11.67; 2.93
2025-12-15 16:49:23;1232.32453250885;0.9133775234222412; 0.00; 15.13; 11.66; 2.98
2025-12-15 16:49:24;1233.2381868362427;0.9135944843292236; 0.14; 15.19; 11.69; 2.91
2025-12-15 16:49:25;1234.1520586013794;0.9136030673980713; 0.14; 15.15; 11.66; 2.95
2025-12-15 16:49:26;1235.0659623146057;0.9136571884155273; 0.00; 15.19; 11.69; 2.95
2025-12-15 16:49:27;1235.9799337387085;0.9160807132720947; 0.00; 15.19; 11.69; 2.93
2025-12-15 16:49:28;1236.896330833435;0.9136819839477539; 0.00; 15.21; 11.66; 2.95
2025-12-15 16:49:28;1237.8103075027466;0.9177732467651367; 0.00; 15.19; 11.74; 2.95
2025-12-15 16:49:29;1238.7283902168274;0.9136240482330322; 0.00; 15.17; 11.72; 2.95
2025-12-15 16:49:30;1239.642322063446;0.9171009063720703; 0.14; 15.17; 11.69; 2.95
2025-12-15 16:49:31;1240.5601377487183;0.9137389659881592; 0.00; 15.13; 11.69; 2.93
2025-12-15 16:49:32;1241.474112033844;0.9151651859283447; 0.00; 15.17; 11.69; 2.95
2025-12-15 16:49:33;1242.390206336975;0.914628267288208; 0.00; 15.17; 11.64; 2.93
2025-12-15 16:49:34;1243.3051118850708;0.9147326946258545; 0.00; 15.15; 11.66; 2.93
2025-12-15 16:49:35;1244.220755815506;0.9150736331939697; 0.00; 15.21; 11.66; 2.95
2025-12-15 16:49:36;1245.1361107826233;0.9134335517883301; 0.00; 15.21; 11.69; 2.95
2025-12-15 16:49:37;1246.0498101711273;0.9135210514068604; 0.00; 15.15; 11.69; 2.97
2025-12-15 16:49:38;1246.9636659622192;0.91343092918396; 0.00; 15.17; 11.64; 2.98
2025-12-15 16:49:39;1247.8773443698883;0.91377854347229; 0.00; 15.17; 11.67; 2.95
2025-12-15 16:49:39;1248.791433095932;0.9138245582580566; 0.00; 15.13; 11.71; 2.97
2025-12-15 16:49:40;1249.7055716514587;0.9139506816864014; 0.14; 15.16; 11.67; 2.95
2025-12-15 16:49:41;1250.6199827194214;0.9136545658111572; 0.00; 15.13; 11.69; 2.97
2025-12-15 16:49:42;1251.5339534282684;0.9134113788604736; 0.00; 15.12; 11.74; 2.93
2025-12-15 16:49:43;1252.4476671218872;0.913459300994873; 0.00; 15.15; 11.72; 2.95
2025-12-15 16:49:44;1253.3615670204163;0.9142501354217529; 0.00; 15.17; 11.72; 2.97
2025-12-15 16:49:45;1254.2766954898834;0.9141359329223633; 0.00; 15.19; 11.66; 2.95
2025-12-15 16:49:46;1255.191149711609;0.9152212142944336; 0.00; 15.17; 11.64; 2.93
2025-12-15 16:49:47;1256.1072578430176;0.9140217304229736; 0.00; 15.13; 11.69; 2.93
2025-12-15 16:49:48;1257.0215773582458;0.9148633480072021; 0.00; 15.14; 11.69; 2.97
2025-12-15 16:49:49;1257.9372589588165;0.9145007133483887; 0.00; 15.19; 11.69; 2.93
2025-12-15 16:49:50;1258.8520414829254;0.9145455360412598; 0.00; 15.14; 11.66; 2.95
2025-12-15 16:49:50;1259.7670788764954;0.917569637298584; 0.00; 15.17; 11.69; 2.95
2025-12-15 16:49:51;1260.6879577636719;0.916022539138794; 0.00; 15.17; 11.66; 2.93
2025-12-15 16:49:52;1261.6094028949738;0.9150514602661133; 0.00; 15.14; 11.66; 2.95
2025-12-15 16:49:53;1262.526038646698;0.9136383533477783; 0.00; 15.19; 11.71; 2.97
2025-12-15 16:49:54;1263.4406509399414;0.9137964248657227; 0.00; 15.17; 11.66; 2.97
2025-12-15 16:49:55;1264.3550925254822;0.9135704040527344; 0.00; 15.17; 11.69; 2.95
2025-12-15 16:49:56;1265.268975019455;0.9137072563171387; 0.00; 15.13; 11.69; 2.95
2025-12-15 16:49:57;1266.1829431056976;0.9137825965881348; 0.00; 15.15; 11.69; 2.93
2025-12-15 16:49:58;1267.09698843956;0.9134776592254639; 0.00; 15.17; 11.64; 3.02
2025-12-15 16:49:59;1268.0107226371765;0.9162435531616211; 0.00; 15.15; 11.69; 2.95
2025-12-15 16:50:00;1268.9277844429016;0.913809061050415; 0.00; 15.15; 11.69; 2.98
2025-12-15 16:50:01;1269.8418917655945;0.9136314392089844; 0.00; 15.23; 11.69; 2.95
2025-12-15 16:50:01;1270.7558598518372;0.9135336875915527; 0.00; 15.17; 11.66; 2.91
2025-12-15 16:50:02;1271.6697845458984;0.9138689041137695; 0.00; 15.15; 11.69; 3.02
2025-12-15 16:50:03;1272.5839412212372;0.9162271022796631; 0.00; 15.19; 11.66; 2.95
2025-12-15 16:50:04;1273.5005052089691;0.9135351181030273; 0.00; 15.17; 11.71; 2.95
2025-12-15 16:50:05;1274.4143061637878;0.9169583320617676; 0.00; 15.17; 11.69; 2.93
2025-12-15 16:50:06;1275.3321158885956;0.9142491817474365; 0.00; 15.21; 11.66; 2.97
2025-12-15 16:50:07;1276.2466151714325;0.9145181179046631; 0.00; 15.17; 11.71; 2.97
2025-12-15 16:50:08;1277.161681652069;0.9140739440917969; 0.00; 15.21; 11.64; 2.91
2025-12-15 16:50:09;1278.0760126113892;0.9149584770202637; 0.00; 15.17; 11.69; 2.95
2025-12-15 16:50:10;1278.9925475120544;0.9147012233734131; 0.00; 15.17; 11.69; 2.97
2025-12-15 16:50:11;1279.9074869155884;0.914576530456543; 0.00; 15.17; 11.72; 2.95
2025-12-15 16:50:11;1280.8229229450226;0.9136736392974854; 0.00; 15.17; 11.67; 3.00
2025-12-15 16:50:12;1281.736647605896;0.9143264293670654; 0.00; 15.17; 11.71; 2.95
2025-12-15 16:50:13;1282.6515069007874;0.9142086505889893; 0.00; 15.19; 11.66; 2.93
2025-12-15 16:50:14;1283.5659999847412;0.9137845039367676; 0.00; 15.21; 11.67; 2.95
2025-12-15 16:50:15;1284.4800913333893;0.9134190082550049; 0.00; 15.19; 11.66; 2.91
2025-12-15 16:50:16;1285.3937726020813;0.9134371280670166; 0.00; 15.17; 11.66; 2.95
2025-12-15 16:50:17;1286.307473897934;0.913698673248291; 0.14; 15.19; 11.69; 3.00
2025-12-15 16:50:18;1287.2248799800873;0.9136512279510498; 0.00; 15.13; 11.71; 2.97
2025-12-15 16:50:19;1288.138778924942;0.9140172004699707; 0.00; 15.17; 11.66; 2.93
2025-12-15 16:50:20;1289.053142786026;0.9135124683380127; 0.00; 15.19; 11.66; 2.97
2025-12-15 16:50:21;1289.9669501781464;0.9147226810455322; 0.00; 15.17; 11.77; 2.95
2025-12-15 16:50:22;1290.8822407722473;0.914654016494751; 0.00; 15.17; 11.69; 2.95
2025-12-15 16:50:22;1291.797170639038;0.9151990413665771; 0.00; 15.15; 11.69; 2.97
2025-12-15 16:50:23;1292.7139911651611;0.9155457019805908; 0.00; 15.17; 11.72; 2.95
2025-12-15 16:50:24;1293.6297676563263;0.9150514602661133; 0.00; 15.12; 11.72; 2.97
2025-12-15 16:50:25;1294.5457239151;0.9145333766937256; 0.00; 15.15; 11.69; 2.95
2025-12-15 16:50:26;1295.4605023860931;0.9160177707672119; 0.00; 15.15; 11.77; 2.93
2025-12-15 16:50:27;1296.3774156570435;0.9152848720550537; 0.00; 15.15; 11.66; 2.95
2025-12-15 16:50:28;1297.2929465770721;0.9163186550140381; 0.00; 15.19; 11.69; 2.93
2025-12-15 16:50:29;1298.2154595851898;0.9185936450958252; 0.00; 15.15; 11.69; 2.95
2025-12-15 16:50:30;1299.1345210075378;0.9136826992034912; 0.00; 15.13; 11.69; 3.04
2025-12-15 16:50:31;1300.048644065857;0.9134113788604736; 0.00; 15.11; 11.66; 2.95
2025-12-15 16:50:32;1300.9623110294342;0.913494348526001; 0.14; 15.15; 11.67; 2.93
2025-12-15 16:50:33;1301.8760850429535;0.9136161804199219; 0.00; 15.15; 11.69; 2.97
2025-12-15 16:50:33;1302.7900063991547;0.9137043952941895; 0.00; 15.17; 11.69; 2.95
2025-12-15 16:50:34;1303.7040405273438;0.9136326313018799; 0.00; 15.17; 11.67; 2.97
2025-12-15 16:50:35;1304.6179821491241;0.9136826992034912; 0.00; 15.17; 11.66; 2.95
2025-12-15 16:50:36;1305.5319712162018;0.913597822189331; 0.14; 15.17; 11.69; 2.93
2025-12-15 16:50:37;1306.4458756446838;0.9135429859161377; 0.00; 15.13; 11.66; 2.95
2025-12-15 16:50:38;1307.3597753047943;0.9140439033508301; 0.29; 15.19; 11.64; 2.95
2025-12-15 16:50:39;1308.2744336128235;0.9140677452087402; 0.00; 15.21; 11.64; 2.93
2025-12-15 16:50:40;1309.192245721817;0.9157049655914307; 0.00; 15.15; 11.66; 2.95
2025-12-15 16:50:41;1310.1088516712189;0.9142754077911377; 0.14; 15.17; 11.66; 2.97
2025-12-15 16:50:42;1311.0233716964722;0.9148790836334229; 0.00; 15.15; 11.69; 2.95
2025-12-15 16:50:43;1311.939432144165;0.913785457611084; 0.00; 15.12; 11.74; 2.95
2025-12-15 16:50:44;1312.8534479141235;0.9164338111877441; 0.00; 15.11; 11.66; 3.02
2025-12-15 16:50:44;1313.7704637050629;0.9144277572631836; 0.00; 15.19; 11.64; 2.97
2025-12-15 16:50:45;1314.6851551532745;0.9161431789398193; 0.00; 15.19; 11.67; 2.95
2025-12-15 16:50:46;1315.6021101474762;0.9165396690368652; 0.00; 15.17; 11.69; 2.93
2025-12-15 16:50:47;1316.520007610321;0.9137682914733887; 0.00; 15.15; 11.66; 2.95
2025-12-15 16:50:48;1317.4340398311615;0.913477897644043; 0.00; 15.17; 11.64; 2.95
2025-12-15 16:50:49;1318.3478384017944;0.9134676456451416; 0.14; 15.17; 11.69; 2.95
2025-12-15 16:50:50;1319.261578321457;0.9137096405029297; 0.00; 15.15; 11.66; 3.00
2025-12-15 16:50:51;1320.1756207942963;0.9134845733642578; 0.00; 15.15; 11.72; 2.95
2025-12-15 16:50:52;1321.0893845558167;0.9137043952941895; 0.00; 15.17; 11.64; 2.91
2025-12-15 16:50:53;1322.0033643245697;0.913733720779419; 0.00; 15.19; 11.66; 2.93
2025-12-15 16:50:54;1322.9173777103424;0.9136950969696045; 0.00; 15.19; 11.69; 2.98
2025-12-15 16:50:55;1323.8313455581665;0.9137542247772217; 0.00; 15.17; 11.66; 2.97
2025-12-15 16:50:55;1324.745376110077;0.9138545989990234; 0.00; 15.17; 11.69; 2.95
2025-12-15 16:50:56;1325.659963607788;0.9144172668457031; 0.00; 15.15; 11.72; 2.97
2025-12-15 16:50:57;1326.575063943863;0.9144468307495117; 0.00; 15.11; 11.69; 3.00
2025-12-15 16:50:58;1327.4900162220001;0.914435625076294; 0.00; 15.17; 11.67; 3.02
2025-12-15 16:50:59;1328.4047093391418;0.9150879383087158; 0.00; 15.17; 11.67; 2.95
2025-12-15 16:51:00;1329.3217527866364;0.9148886203765869; 0.00; 15.19; 11.67; 2.93
2025-12-15 16:51:01;1330.2368676662445;0.9147822856903076; 0.00; 15.17; 11.69; 2.97
2025-12-15 16:51:02;1331.1522920131683;0.9146270751953125; 0.00; 15.19; 11.66; 2.97
2025-12-15 16:51:03;1332.0671880245209;0.9168729782104492; 0.00; 15.21; 11.66; 2.93
2025-12-15 16:51:04;1332.9851179122925;0.9209506511688232; 0.00; 15.17; 11.69; 2.95
2025-12-15 16:51:05;1333.9064137935638;0.9150559902191162; 0.00; 15.17; 11.66; 2.98
2025-12-15 16:51:05;1334.82226228714;0.9137418270111084; 0.00; 15.17; 11.72; 2.93
2025-12-15 16:51:06;1335.7362892627716;0.9138445854187012; 0.00; 15.19; 11.72; 2.97
2025-12-15 16:51:07;1336.6504321098328;0.9135570526123047; 0.00; 15.12; 11.69; 2.97
2025-12-15 16:51:08;1337.5642585754395;0.9137082099914551; 0.00; 15.17; 11.72; 2.97
2025-12-15 16:51:09;1338.478232383728;0.9138598442077637; 0.00; 15.13; 11.69; 2.93
2025-12-15 16:51:10;1339.3923664093018;0.914954662322998; 0.00; 15.11; 11.72; 2.95
2025-12-15 16:51:11;1340.3080658912659;0.913780689239502; 0.00; 15.13; 11.67; 2.97
2025-12-15 16:51:12;1341.2220907211304;0.9134559631347656; 0.00; 15.13; 11.64; 2.95
2025-12-15 16:51:13;1342.1358616352081;0.913642406463623; 0.00; 15.15; 11.72; 2.95
2025-12-15 16:51:14;1343.0497832298279;0.9144465923309326; 0.00; 15.15; 11.64; 2.95
2025-12-15 16:51:15;1343.9645776748657;0.9162740707397461; 0.00; 15.17; 11.67; 2.98
2025-12-15 16:51:16;1344.8814673423767;0.9143869876861572; 0.00; 15.17; 11.64; 2.97
2025-12-15 16:51:16;1345.796312570572;0.9150011539459229; 0.00; 15.17; 11.64; 2.98
2025-12-15 16:51:17;1346.7126023769379;0.9146451950073242; 0.00; 15.19; 11.69; 2.97
2025-12-15 16:51:18;1347.6276681423187;0.9147062301635742; 0.00; 15.17; 11.69; 2.95
2025-12-15 16:51:19;1348.543813943863;0.9138383865356445; 0.00; 15.19; 11.69; 2.97
2025-12-15 16:51:20;1349.4579048156738;0.9148521423339844; 0.00; 15.14; 11.69; 2.93
2025-12-15 16:51:21;1350.3732714653015;0.9137330055236816; 0.14; 15.14; 11.66; 2.95
2025-12-15 16:51:22;1351.2872521877289;0.9159934520721436; 0.00; 15.19; 11.69; 2.95
2025-12-15 16:51:23;1352.2041337490082;0.9166853427886963; 0.00; 15.19; 11.69; 3.00
2025-12-15 16:51:24;1353.1211018562317;0.9150056838989258; 0.00; 15.17; 11.72; 2.93
2025-12-15 16:51:25;1354.0369198322296;0.9162559509277344; 0.00; 15.17; 11.69; 2.97
2025-12-15 16:51:26;1354.953932762146;0.913888692855835; 0.00; 15.19; 11.64; 2.93
2025-12-15 16:51:27;1355.868327140808;0.9136643409729004; 0.14; 15.21; 11.66; 2.93
2025-12-15 16:51:27;1356.7820510864258;0.9137592315673828; 0.00; 15.17; 11.66; 2.97
2025-12-15 16:51:28;1357.6961252689362;0.913508415222168; 0.00; 15.21; 11.69; 2.95
2025-12-15 16:51:29;1358.6099293231964;0.913506031036377; 0.14; 15.15; 11.69; 2.93
2025-12-15 16:51:30;1359.5237770080566;0.9135127067565918; 0.00; 15.19; 11.69; 2.95
2025-12-15 16:51:31;1360.4375910758972;0.913585901260376; 0.00; 15.17; 11.64; 2.97
2025-12-15 16:51:32;1361.351567029953;0.9136157035827637; 0.00; 15.15; 11.69; 2.97
2025-12-15 16:51:33;1362.2654902935028;0.9137923717498779; 0.00; 15.19; 11.74; 2.95
2025-12-15 16:51:34;1363.1796340942383;0.9147834777832031; 0.00; 15.17; 11.71; 2.93
2025-12-15 16:51:35;1364.0949838161469;0.914247989654541; 0.00; 15.17; 11.69; 2.93
2025-12-15 16:51:36;1365.0095264911652;0.9147145748138428; 0.00; 15.17; 11.69; 2.95
2025-12-15 16:51:37;1365.9253768920898;0.9145350456237793; 0.00; 15.15; 11.67; 2.93
2025-12-15 16:51:38;1366.8401906490326;0.9153330326080322; 0.00; 15.19; 11.69; 2.95
2025-12-15 16:51:38;1367.7562627792358;0.9138433933258057; 0.00; 15.17; 11.69; 2.95
2025-12-15 16:51:39;1368.670392036438;0.9177803993225098; 0.00; 15.15; 11.67; 2.97
2025-12-15 16:51:40;1369.5885095596313;0.9136719703674316; 0.00; 15.17; 11.69; 3.00
2025-12-15 16:51:41;1370.502515554428;0.9145281314849854; 0.00; 15.19; 11.66; 2.95
2025-12-15 16:51:42;1371.4178586006165;0.9161200523376465; 0.00; 15.17; 11.67; 3.02
2025-12-15 16:51:43;1372.3342607021332;0.9137828350067139; 0.14; 15.19; 11.67; 2.95
2025-12-15 16:51:44;1373.2483508586884;0.913649320602417; 0.00; 15.21; 11.71; 2.97
2025-12-15 16:51:45;1374.1622717380524;0.9136426448822021; 0.43; 15.19; 11.64; 3.00
2025-12-15 16:51:46;1375.076191663742;0.9135327339172363; 0.00; 15.15; 11.64; 3.00
2025-12-15 16:51:47;1375.9899866580963;0.9135642051696777; 0.00; 15.19; 11.66; 2.93
2025-12-15 16:51:48;1376.904245853424;0.9134087562561035; 0.00; 15.15; 11.66; 2.97
2025-12-15 16:51:48;1377.8179409503937;0.9135370254516602; 0.00; 15.19; 11.66; 2.97
2025-12-15 16:51:49;1378.7321755886078;0.9134457111358643; 0.00; 15.19; 11.72; 2.97
2025-12-15 16:51:50;1379.6458835601807;0.913485050201416; 0.00; 15.21; 11.67; 3.00
2025-12-15 16:51:51;1380.5600533485413;0.9138875007629395; 0.00; 15.23; 11.67; 3.00
2025-12-15 16:51:52;1381.474443435669;0.91446852684021; 0.14; 15.23; 11.69; 2.97
2025-12-15 16:51:53;1382.3892152309418;0.9186575412750244; 0.14; 15.19; 11.66; 2.95
2025-12-15 16:51:54;1383.3089005947113;0.9235837459564209; 0.14; 15.13; 11.69; 3.00
2025-12-15 16:51:55;1384.2347757816315;0.9217836856842041; 0.00; 15.15; 11.71; 2.97
2025-12-15 16:51:56;1385.1624827384949;0.9209671020507812; 0.00; 15.15; 11.69; 2.93
2025-12-15 16:51:57;1386.0838310718536;0.9148495197296143; 0.00; 15.17; 11.69; 2.97
2025-12-15 16:51:58;1386.9993336200714;0.9156055450439453; 0.00; 15.23; 11.69; 2.97
2025-12-15 16:51:59;1387.9165980815887;0.9150941371917725; 0.00; 15.21; 11.67; 2.95
2025-12-15 16:52:00;1388.8322110176086;0.9155170917510986; 0.14; 15.19; 11.67; 2.93
2025-12-15 16:52:00;1389.7487897872925;0.9173774719238281; 0.00; 15.15; 11.71; 2.95
2025-12-15 16:52:01;1390.6680490970612;0.9162352085113525; 0.29; 15.19; 11.64; 2.95
2025-12-15 16:52:02;1391.5868036746979;0.9162206649780273; 0.00; 15.13; 11.69; 2.95
2025-12-15 16:52:03;1392.5042152404785;0.9167735576629639; 0.00; 15.13; 11.69; 2.95
2025-12-15 16:52:04;1393.4222221374512;0.9180371761322021; 0.00; 15.21; 11.69; 2.97
2025-12-15 16:52:05;1394.342491388321;0.9245877265930176; 0.14; 15.15; 11.69; 2.97
2025-12-15 16:52:06;1395.2679409980774;0.9220285415649414; 0.00; 15.15; 11.66; 2.97
2025-12-15 16:52:07;1396.1902163028717;0.9145157337188721; 0.00; 15.19; 11.71; 2.97
2025-12-15 16:52:08;1397.1050369739532;0.9136438369750977; 0.14; 15.17; 11.72; 2.97
2025-12-15 16:52:09;1398.018965959549;0.9142580032348633; 0.00; 15.17; 11.69; 3.04
2025-12-15 16:52:10;1398.9335985183716;0.9136548042297363; 0.00; 15.13; 11.69; 2.95
2025-12-15 16:52:11;1399.8475811481476;0.9140160083770752; 0.00; 15.15; 11.69; 2.97
2025-12-15 16:52:11;1400.761869430542;0.9139046669006348; 0.14; 15.15; 11.71; 2.95
2025-12-15 16:52:12;1401.6760499477386;0.913419246673584; 0.00; 15.17; 11.64; 2.97
2025-12-15 16:52:13;1402.5897283554077;0.9135680198669434; 0.00; 15.17; 11.66; 2.93
2025-12-15 16:52:14;1403.5040681362152;0.913428544998169; 0.00; 15.17; 11.64; 2.95
2025-12-15 16:52:15;1404.41774559021;0.9135689735412598; 0.00; 15.17; 11.69; 2.95
2025-12-15 16:52:16;1405.3316159248352;0.9134936332702637; 0.00; 15.17; 11.66; 2.97
2025-12-15 16:52:17;1406.2453744411469;0.9135699272155762; 0.00; 15.17; 11.74; 2.95
2025-12-15 16:52:18;1407.1592643260956;0.913386344909668; 0.00; 15.17; 11.72; 2.97
2025-12-15 16:52:19;1408.0729234218597;0.9160408973693848; 0.00; 15.17; 11.66; 2.95
2025-12-15 16:52:20;1408.9892716407776;0.91341233253479; 0.00; 15.17; 11.71; 2.95
2025-12-15 16:52:21;1409.9029836654663;0.9138011932373047; 0.14; 15.15; 11.69; 2.95
2025-12-15 16:52:21;1410.8170969486237;0.913834810256958; 0.00; 15.19; 11.66; 2.93
2025-12-15 16:52:22;1411.731363773346;0.9135699272155762; 0.00; 15.21; 11.72; 2.97
2025-12-15 16:52:23;1412.6452383995056;0.9135110378265381; 0.00; 15.15; 11.69; 2.97
2025-12-15 16:52:24;1413.5590648651123;0.9134998321533203; 0.00; 15.17; 11.69; 2.97
2025-12-15 16:52:25;1414.4728763103485;0.9134945869445801; 0.00; 15.17; 11.67; 2.95
2025-12-15 16:52:26;1415.3866801261902;0.913501501083374; 0.00; 15.17; 11.67; 3.00
2025-12-15 16:52:27;1416.3004961013794;0.913494348526001; 0.00; 15.16; 11.72; 2.95
2025-12-15 16:52:28;1417.2142977714539;0.9134018421173096; 0.00; 15.19; 11.64; 2.95
